,site_year_code,transect,point,height,species,native_status,life_history,plant_code,stature
791,sudu-2008,17.0,13.0,Low,bare ground,,,,
792,sudu-2008,17.0,19.0,Low,bare ground,,,,
793,sudu-2008,17.0,23.0,Low,bare ground,,,,
794,sudu-2008,18.0,5.0,Low,bare ground,,,,
795,sudu-2008,18.0,11.0,Low,bare ground,,,,
796,sudu-2008,18.0,19.0,Low,bare ground,,,,
797,sudu-2008,19.0,8.0,Low,bare ground,,,,
798,sudu-2008,19.0,9.0,Low,bare ground,,,,
799,sudu-2008,19.0,11.0,Low,bare ground,,,,
800,sudu-2008,19.0,12.0,Low,bare ground,,,,
801,sudu-2008,19.0,13.0,Low,bare ground,,,,
802,sudu-2008,19.0,14.0,Low,bare ground,,,,
803,sudu-2008,20.0,3.0,Low,bare ground,,,,
804,sudu-2008,20.0,4.0,Low,bare ground,,,,
805,sudu-2008,20.0,5.0,Low,bare ground,,,,
806,sudu-2008,20.0,7.0,Low,bare ground,,,,
807,sudu-2008,20.0,9.0,Low,bare ground,,,,
808,sudu-2008,20.0,10.0,Low,bare ground,,,,
809,sudu-2008,20.0,11.0,Low,bare ground,,,,
810,sudu-2008,20.0,12.0,Low,bare ground,,,,
811,sudu-2008,20.0,14.0,Low,bare ground,,,,
812,sudu-2008,20.0,15.0,Low,bare ground,,,,
813,sudu-2008,20.0,18.0,Low,bare ground,,,,
814,sudu-2008,20.0,19.0,Low,bare ground,,,,
815,sudu-2008,20.0,21.0,Low,bare ground,,,,
816,sudu-2008,20.0,22.0,Low,bare ground,,,,
817,sudu-2009,1.0,17.0,Low,bare ground,,,,
818,sudu-2009,1.0,18.0,Low,bare ground,,,,
819,sudu-2009,1.0,19.0,Low,bare ground,,,,
820,sudu-2009,1.0,20.0,Low,bare ground,,,,
821,sudu-2009,1.0,21.0,Low,bare ground,,,,
822,sudu-2009,1.0,22.0,Low,bare ground,,,,
823,sudu-2009,1.0,23.0,Low,bare ground,,,,
824,sudu-2009,2.0,1.0,Low,bare ground,,,,
825,sudu-2009,2.0,2.0,Low,bare ground,,,,
826,sudu-2009,2.0,3.0,Low,bare ground,,,,
827,sudu-2009,2.0,4.0,Low,bare ground,,,,
828,sudu-2009,3.0,2.0,Low,bare ground,,,,
829,sudu-2009,3.0,3.0,Low,bare ground,,,,
830,sudu-2009,3.0,4.0,Low,bare ground,,,,
831,sudu-2009,4.0,14.0,Low,bare ground,,,,
832,sudu-2009,4.0,16.0,Low,bare ground,,,,
833,sudu-2009,5.0,4.0,Low,bare ground,,,,
834,sudu-2009,5.0,6.0,Low,bare ground,,,,
835,sudu-2009,5.0,8.0,Low,bare ground,,,,
836,sudu-2009,6.0,16.0,Low,bare ground,,,,
837,sudu-2009,6.0,17.0,Low,bare ground,,,,
838,sudu-2009,6.0,19.0,Low,bare ground,,,,
839,sudu-2009,7.0,11.0,Low,bare ground,,,,
840,sudu-2009,7.0,13.0,Low,bare ground,,,,
841,sudu-2009,7.0,15.0,Low,bare ground,,,,
842,sudu-2009,7.0,16.0,Low,bare ground,,,,
843,sudu-2009,7.0,17.0,Low,bare ground,,,,
844,sudu-2009,7.0,18.0,Low,bare ground,,,,
845,sudu-2009,7.0,19.0,Low,bare ground,,,,
846,sudu-2009,7.0,20.0,Low,bare ground,,,,
847,sudu-2009,8.0,12.0,Low,bare ground,,,,
848,sudu-2009,8.0,13.0,Low,bare ground,,,,
849,sudu-2009,8.0,14.0,Low,bare ground,,,,
850,sudu-2009,8.0,17.0,Low,bare ground,,,,
851,sudu-2009,8.0,19.0,Low,bare ground,,,,
852,sudu-2009,8.0,22.0,Low,bare ground,,,,
853,sudu-2009,8.0,23.0,Low,bare ground,,,,
854,sudu-2009,8.0,24.0,Low,bare ground,,,,
855,sudu-2009,8.0,25.0,Low,bare ground,,,,
856,sudu-2009,9.0,18.0,Low,bare ground,,,,
857,sudu-2009,9.0,19.0,Low,bare ground,,,,
858,sudu-2009,9.0,20.0,Low,bare ground,,,,
859,sudu-2009,9.0,21.0,Low,bare ground,,,,
860,sudu-2009,9.0,22.0,Low,bare ground,,,,
861,sudu-2009,9.0,23.0,Low,bare ground,,,,
862,sudu-2009,9.0,24.0,Low,bare ground,,,,
863,sudu-2009,9.0,25.0,Low,bare ground,,,,
864,sudu-2009,10.0,1.0,Low,bare ground,,,,
865,sudu-2009,10.0,3.0,Low,bare ground,,,,
866,sudu-2009,10.0,5.0,Low,bare ground,,,,
867,sudu-2009,10.0,6.0,Low,bare ground,,,,
868,sudu-2009,10.0,7.0,Low,bare ground,,,,
869,sudu-2009,10.0,8.0,Low,bare ground,,,,
870,sudu-2009,10.0,10.0,Low,bare ground,,,,
871,sudu-2009,11.0,5.0,Low,bare ground,,,,
872,sudu-2009,11.0,6.0,Low,bare ground,,,,
873,sudu-2009,11.0,9.0,Low,bare ground,,,,
874,sudu-2009,11.0,12.0,Low,bare ground,,,,
875,sudu-2009,11.0,14.0,Low,bare ground,,,,
876,sudu-2009,11.0,16.0,Low,bare ground,,,,
877,sudu-2009,11.0,18.0,Low,bare ground,,,,
878,sudu-2009,11.0,19.0,Low,bare ground,,,,
879,sudu-2009,11.0,20.0,Low,bare ground,,,,
880,sudu-2009,11.0,21.0,Low,bare ground,,,,
881,sudu-2009,11.0,22.0,Low,bare ground,,,,
882,sudu-2009,11.0,23.0,Low,bare ground,,,,
883,sudu-2009,11.0,24.0,Low,bare ground,,,,
884,sudu-2009,12.0,1.0,Low,bare ground,,,,
885,sudu-2009,12.0,2.0,Low,bare ground,,,,
886,sudu-2009,12.0,5.0,Low,bare ground,,,,
887,sudu-2009,12.0,7.0,Low,bare ground,,,,
888,sudu-2009,12.0,8.0,Low,bare ground,,,,
889,sudu-2009,12.0,9.0,Low,bare ground,,,,
890,sudu-2009,12.0,10.0,Low,bare ground,,,,
891,sudu-2009,12.0,11.0,Low,bare ground,,,,
892,sudu-2009,12.0,12.0,Low,bare ground,,,,
893,sudu-2009,12.0,13.0,Low,bare ground,,,,
894,sudu-2009,12.0,15.0,Low,bare ground,,,,
895,sudu-2009,12.0,17.0,Low,bare ground,,,,
896,sudu-2009,13.0,1.0,Low,bare ground,,,,
897,sudu-2009,13.0,3.0,Low,bare ground,,,,
898,sudu-2009,13.0,4.0,Low,bare ground,,,,
899,sudu-2009,13.0,6.0,Low,bare ground,,,,
900,sudu-2009,13.0,8.0,Low,bare ground,,,,
901,sudu-2009,13.0,9.0,Low,bare ground,,,,
902,sudu-2009,13.0,10.0,Low,bare ground,,,,
903,sudu-2009,13.0,11.0,Low,bare ground,,,,
904,sudu-2009,13.0,12.0,Low,bare ground,,,,
905,sudu-2009,13.0,13.0,Low,bare ground,,,,
906,sudu-2009,13.0,14.0,Low,bare ground,,,,
907,sudu-2009,14.0,11.0,Low,bare ground,,,,
908,sudu-2009,14.0,12.0,Low,bare ground,,,,
909,sudu-2009,14.0,13.0,Low,bare ground,,,,
910,sudu-2009,14.0,14.0,Low,bare ground,,,,
911,sudu-2009,14.0,15.0,Low,bare ground,,,,
912,sudu-2009,14.0,17.0,Low,bare ground,,,,
913,sudu-2009,14.0,19.0,Low,bare ground,,,,
914,sudu-2009,14.0,20.0,Low,bare ground,,,,
915,sudu-2009,14.0,21.0,Low,bare ground,,,,
916,sudu-2009,15.0,19.0,Low,bare ground,,,,
917,sudu-2009,15.0,20.0,Low,bare ground,,,,
918,sudu-2009,15.0,22.0,Low,bare ground,,,,
919,sudu-2009,15.0,24.0,Low,bare ground,,,,
920,sudu-2009,16.0,14.0,Low,bare ground,,,,
921,sudu-2009,16.0,16.0,Low,bare ground,,,,
922,sudu-2009,16.0,18.0,Low,bare ground,,,,
923,sudu-2009,16.0,21.0,Low,bare ground,,,,
924,sudu-2009,16.0,22.0,Low,bare ground,,,,
925,sudu-2009,17.0,1.0,Low,bare ground,,,,
926,sudu-2009,17.0,5.0,Low,bare ground,,,,
927,sudu-2009,17.0,8.0,Low,bare ground,,,,
928,sudu-2009,17.0,9.0,Low,bare ground,,,,
929,sudu-2009,17.0,10.0,Low,bare ground,,,,
930,sudu-2009,17.0,11.0,Low,bare ground,,,,
931,sudu-2009,17.0,12.0,Low,bare ground,,,,
932,sudu-2009,17.0,13.0,Low,bare ground,,,,
933,sudu-2009,17.0,14.0,Low,bare ground,,,,
934,sudu-2009,17.0,15.0,Low,bare ground,,,,
935,sudu-2009,17.0,16.0,Low,bare ground,,,,
936,sudu-2009,18.0,13.0,Low,bare ground,,,,
937,sudu-2009,18.0,14.0,Low,bare ground,,,,
938,sudu-2009,18.0,16.0,Low,bare ground,,,,
939,sudu-2009,18.0,17.0,Low,bare ground,,,,
940,sudu-2009,18.0,18.0,Low,bare ground,,,,
941,sudu-2009,18.0,20.0,Low,bare ground,,,,
942,sudu-2009,18.0,22.0,Low,bare ground,,,,
943,sudu-2009,19.0,11.0,Low,bare ground,,,,
944,sudu-2009,19.0,13.0,Low,bare ground,,,,
945,sudu-2009,19.0,14.0,Low,bare ground,,,,
946,sudu-2009,19.0,15.0,Low,bare ground,,,,
947,sudu-2009,19.0,17.0,Low,bare ground,,,,
948,sudu-2009,19.0,19.0,Low,bare ground,,,,
949,sudu-2009,20.0,28.0,Low,bare ground,,,,
950,sudu-2009,20.0,29.0,Low,bare ground,,,,
951,sudu-2009,20.0,30.0,Low,bare ground,,,,
952,sudu-2009,20.0,32.0,Low,bare ground,,,,
953,sudu-2009,20.0,33.0,Low,bare ground,,,,
954,sudu-2009,20.0,34.0,Low,bare ground,,,,
955,sudu-2009,20.0,35.0,Low,bare ground,,,,
956,sudu-2009,20.0,36.0,Low,bare ground,,,,
957,sudu-2010,0.0,1.0,Low,bare ground,,,,
958,sudu-2010,12.0,37.0,Low,bare ground,,,,
959,sudu-2010,18.0,37.0,Low,bare ground,,,,
960,sudu-2010,24.0,19.0,Low,bare ground,,,,
961,sudu-2010,24.0,25.0,Low,bare ground,,,,
962,sudu-2010,24.0,55.0,Low,bare ground,,,,
963,sudu-2010,30.0,19.0,Low,bare ground,,,,
964,sudu-2010,36.0,19.0,Low,bare ground,,,,
965,sudu-2010,36.0,25.0,Low,bare ground,,,,
966,sudu-2010,42.0,19.0,Low,bare ground,,,,
967,sudu-2010,48.0,19.0,Low,bare ground,,,,
968,sudu-2010,48.0,25.0,Low,bare ground,,,,
969,sudu-2010,48.0,37.0,Low,bare ground,,,,
970,sudu-2010,54.0,25.0,Low,bare ground,,,,
971,sudu-2011,7.0,15.0,Low,bare ground,,,,
972,sudu-2011,7.0,29.0,Low,bare ground,,,,
973,sudu-2011,14.0,1.0,Low,bare ground,,,,
974,sudu-2011,14.0,22.0,Low,bare ground,,,,
975,sudu-2011,14.0,29.0,Low,bare ground,,,,
976,sudu-2011,14.0,64.0,Low,bare ground,,,,
977,sudu-2011,21.0,15.0,Low,bare ground,,,,
978,sudu-2011,21.0,22.0,Low,bare ground,,,,
979,sudu-2011,21.0,29.0,Low,bare ground,,,,
980,sudu-2011,21.0,36.0,Low,bare ground,,,,
981,sudu-2011,21.0,57.0,Low,bare ground,,,,
982,sudu-2011,28.0,29.0,Low,bare ground,,,,
983,sudu-2011,28.0,50.0,Low,bare ground,,,,
984,sudu-2011,35.0,22.0,Low,bare ground,,,,
985,sudu-2011,49.0,43.0,Low,bare ground,,,,
986,sudu-2012,7.0,21.0,Low,bare ground,,,,
987,sudu-2012,14.0,35.0,Low,bare ground,,,,
988,sudu-2012,21.0,28.0,Low,bare ground,,,,
989,sudu-2012,21.0,63.0,Low,bare ground,,,,
990,sudu-2012,28.0,7.0,Medium,bare ground,,,,
991,sudu-2012,42.0,21.0,Low,bare ground,,,,
992,sudu-2012,56.0,21.0,Low,bare ground,,,,
993,sudu-2012,63.0,0.0,Low,bare ground,,,,
994,sudu-2012,77.0,0.0,Low,bare ground,,,,
995,nms-2011,36.0,11.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
996,nms-2011,36.0,7.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
997,nms-2011,32.0,11.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
998,nms-2011,28.0,23.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
999,nms-2012,8.0,20.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1000,nms-2012,8.0,8.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1001,nms-2012,16.0,20.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1002,nms-2012,20.0,16.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1003,nms-2012,20.0,12.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1004,nms-2012,24.0,8.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1005,nms-2012,28.0,20.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1006,nms-2012,32.0,12.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1007,nms-2012,36.0,12.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1008,nms-2012,36.0,16.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1009,nms-2012,36.0,20.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1010,nms-2012,40.0,24.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1011,nms-2010,16.0,16.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1012,nms-2010,36.0,16.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1013,nms-2010,52.0,16.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1014,nms-2010,64.0,16.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1015,nms-2011,36.0,7.0,Medium,briza maxima,Exotic,Annual,BRMA,Grass
1016,nms-2012,20.0,12.0,Medium,briza maxima,Exotic,Annual,BRMA,Grass
1017,nms-2010,44.0,16.0,Medium,briza maxima,Exotic,Annual,BRMA,Grass
1018,nms-2010,48.0,12.0,Medium,briza maxima,Exotic,Annual,BRMA,Grass
1019,nms-2010,64.0,16.0,Medium,briza maxima,Exotic,Annual,BRMA,Grass
1020,nuwo-2010,1.0,132.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1021,nuwo-2010,1.0,152.0,Medium,briza maxima,Exotic,Annual,BRMA,Grass
1022,nuwo-2010,6.0,77.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1023,nuwo-2010,6.0,112.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1024,nuwo-2010,6.0,122.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1025,nuwo-2010,11.0,172.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1026,nuwo-2010,11.0,182.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1027,nuwo-2010,16.0,62.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1028,nuwo-2010,16.0,157.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1029,nuwo-2012,1.0,75.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1030,nuwo-2012,1.0,120.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1031,nuwo-2012,1.0,125.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1032,nuwo-2012,1.0,150.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1033,nuwo-2012,1.0,155.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1034,nuwo-2012,5.0,80.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1035,nuwo-2012,5.0,105.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1036,nuwo-2012,5.0,115.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1037,nuwo-2012,5.0,125.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1038,nuwo-2012,5.0,135.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1039,nuwo-2012,13.0,65.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1040,nuwo-2012,9.0,70.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1041,nuwo-2012,9.0,105.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1042,nuwo-2012,9.0,145.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1043,eapo-2011,0.0,12.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1044,eapo-2011,0.0,20.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1045,eapo-2011,0.0,24.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1046,eapo-2011,0.0,28.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1047,eapo-2011,4.0,16.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1048,eapo-2011,8.0,12.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1049,eapo-2011,8.0,20.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1050,eapo-2011,8.0,20.0,Medium,briza maxima,Exotic,Annual,BRMA,Grass
1051,eapo-2011,12.0,16.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1052,eapo-2011,20.0,4.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1053,eapo-2011,24.0,20.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1054,eapo-2011,24.0,20.0,Medium,briza maxima,Exotic,Annual,BRMA,Grass
1055,eapo-2011,24.0,24.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1056,eapo-2011,28.0,12.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1057,eapo-2011,28.0,32.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1058,eapo-2011,28.0,32.0,Medium,briza maxima,Exotic,Annual,BRMA,Grass
1059,eapo-2011,32.0,8.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1060,eapo-2011,32.0,8.0,Medium,briza maxima,Exotic,Annual,BRMA,Grass
1061,eapo-2011,36.0,8.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1062,eapo-2011,36.0,20.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1063,eapo-2011,36.0,20.0,Medium,briza maxima,Exotic,Annual,BRMA,Grass
1064,eapo-2011,36.0,28.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1065,eapo-2011,36.0,32.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1066,eapo-2011,40.0,20.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1067,eapo-2011,40.0,24.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1068,eapo-2011,40.0,28.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1069,eapo-2011,40.0,32.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1070,eapo-2011,44.0,4.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1071,eapo-2011,44.0,12.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1072,eapo-2011,44.0,16.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1073,eapo-2011,44.0,20.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1074,eapo-2011,48.0,12.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1075,eapo-2011,48.0,20.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1076,eapo-2011,48.0,24.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1077,eapo-2011,48.0,32.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1078,eapo-2011,52.0,12.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1079,eapo-2011,52.0,16.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1080,eapo-2011,52.0,20.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1081,eapo-2011,52.0,24.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1082,eapo-2011,52.0,28.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1083,eapo-2011,56.0,12.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1084,eapo-2011,56.0,16.0,Low,briza maxima,Exotic,Annual,BRMA,Grass
1085,nms-2012,36.0,16.0,Low,bromus carinatus ssp. maritimus,,,,
1086,nms-2011,16.0,15.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1087,nms-2011,16.0,11.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1088,nms-2011,20.0,7.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1089,nms-2011,24.0,11.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1090,nms-2011,60.0,15.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1091,nms-2011,-4.0,15.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1092,nms-2011,-8.0,23.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1093,nms-2011,-8.0,19.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1094,nms-2011,-8.0,-1.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1095,nms-2011,40.0,3.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1096,nms-2011,36.0,15.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1097,nms-2011,36.0,11.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1098,nms-2011,36.0,3.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1099,nms-2011,44.0,7.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1100,nms-2011,48.0,19.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1101,nms-2011,52.0,-1.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1102,nms-2012,4.0,4.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1103,nms-2012,8.0,24.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1104,nms-2012,8.0,24.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1105,nms-2012,16.0,8.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1106,nms-2012,16.0,12.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1107,nms-2012,16.0,16.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1108,nms-2012,20.0,8.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1109,nms-2012,24.0,4.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1110,nms-2012,24.0,8.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1111,nms-2012,28.0,24.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1112,nms-2012,32.0,4.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1113,nms-2012,32.0,0.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1114,nms-2012,40.0,12.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1115,nms-2012,40.0,24.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1116,nms-2012,52.0,0.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1117,nms-2012,56.0,4.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1118,nms-2012,56.0,16.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1119,nms-2012,56.0,20.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1120,nms-2012,60.0,24.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1121,nms-2012,60.0,4.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1122,nms-2012,64.0,16.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1123,nms-2012,64.0,0.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1124,nms-2012,68.0,8.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1125,nms-2012,68.0,16.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1126,nms-2010,12.0,4.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1127,nms-2010,16.0,0.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1128,nms-2010,28.0,20.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1129,nms-2010,40.0,0.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1130,nms-2010,52.0,16.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1131,nms-2010,52.0,20.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1132,nms-2010,80.0,24.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1133,nms-2011,-4.0,11.0,Medium,bromus diandrus,Exotic,Annual,BRDI,Grass
1134,nms-2011,-8.0,23.0,Medium,bromus diandrus,Exotic,Annual,BRDI,Grass
1135,nms-2011,48.0,3.0,Medium,bromus diandrus,Exotic,Annual,BRDI,Grass
1136,nms-2010,12.0,4.0,Medium,bromus diandrus,Exotic,Annual,BRDI,Grass
1137,nuwo-2010,1.0,102.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1138,nuwo-2010,1.0,107.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1139,nuwo-2010,1.0,157.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1140,nuwo-2010,6.0,62.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1141,nuwo-2010,6.0,72.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1142,nuwo-2010,6.0,72.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1143,nuwo-2010,6.0,102.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1144,nuwo-2010,6.0,107.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1145,nuwo-2010,6.0,117.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1146,nuwo-2010,6.0,122.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1147,nuwo-2010,6.0,127.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1148,nuwo-2010,6.0,167.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1149,nuwo-2010,11.0,7.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1150,nuwo-2010,11.0,92.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1151,nuwo-2010,11.0,107.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1152,nuwo-2010,16.0,107.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1153,nuwo-2010,16.0,112.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1154,nuwo-2010,16.0,122.0,Medium,bromus diandrus,Exotic,Annual,BRDI,Grass
1155,nuwo-2010,16.0,142.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1156,nuwo-2010,16.0,147.0,Medium,bromus diandrus,Exotic,Annual,BRDI,Grass
1157,nuwo-2010,16.0,157.0,Medium,bromus diandrus,Exotic,Annual,BRDI,Grass
1158,nuwo-2012,1.0,70.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1159,nuwo-2012,1.0,75.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1160,nuwo-2012,1.0,80.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1161,nuwo-2012,1.0,85.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1162,nuwo-2012,1.0,110.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1163,nuwo-2012,1.0,160.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1164,nuwo-2012,1.0,165.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1165,nuwo-2012,1.0,185.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1166,nuwo-2012,5.0,0.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1167,nuwo-2012,5.0,10.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1168,nuwo-2012,5.0,25.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
1169,nuwo-2012,5.0,60.0,Low,bromus diandrus,Exotic,Annual,BRDI,Grass
